"data_file","outer_epoch","inner_epoch","net__depth","net__width","net__activation","net__dropout","net__lr_rate","net__weight_decay","total_epochs","best_epoch","tuned_activation","tuned_dropout","tuned_lr_rate","tuned_weight_decay","classif.acc","classif.precision","classif.recall","classif.f1","classif.tn","classif.fp","classif.fn","classif.tp","guardian.rho_noco2","guardian.rlogit_noco2","guardian.rprob_noco2","guardian.rho_comp","guardian.rlogit_comp","guardian.rprob_comp","guardian.rho_pf","guardian.rlogit_pf","guardian.rprob_pf","id","model","depth","parameters","data_name","model_name","model_category","abbrev_name","abbrev_name_w_depth","name","input_features"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",1000,100,2,88,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",421,380,"relu",0,1e-05,1e-04,0.968619246861925,0.962260461478295,0.975808050763434,0.968986905582357,4802,193,122,4921,0.331440415877695,0.278428368252594,0.281631511073986,-0.318017595296978,-0.22733616486728,-0.223610775243052,-0.395252837977296,-0.259243989473268,-0.258991106165541,80,"torch",2,67672,"Embedding","DL","Non-linear","Emb. DL","Emb. DL @2","BERT \& FNN","768"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",1000,100,3,24,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",141,100,"sigmoid",0,1e-04,1e-04,0.963040446304045,0.950443501735442,0.977394408090422,0.963730569948187,4738,257,114,4929,0.561693415069988,0.431518058083995,0.349805138138228,-0.416107438002215,-0.312891063182861,-0.258894792494725,-0.564499484004128,-0.381660177338637,-0.312068860470749,81,"torch",3,19032,"Embedding","DL","Non-linear","Emb. DL","Emb. DL @3","BERT \& FNN","768"
"wundt_v16_8-model-ridge-na.parquet",1000,100,2,8,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",271,230,"softmax",0.1,0.001,1e-04,0.88034188034188,0.853170189098999,0.922984356197353,0.886705202312139,4050,792,384,4602,0.49561183682646,0.271811469906859,0.270448033869225,-0.452245801104144,-0.262982096112778,-0.261681267219219,-0.500515995872033,-0.274027774429546,-0.272662567815781,82,"torch",2,6152,"Engineered","DL","Non-linear","Val. DL","Val. DL @2","SB23 \& FNN","26"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",1000,100,3,152,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",161,120,"relu",0,1e-05,0.001,0.967124925283921,0.954484088717454,0.981360301407892,0.967735627688698,4759,236,94,4949,0.289106904815435,0.294310504494526,0.290118415069958,-0.273619034914608,-0.248524204063052,-0.236752169917974,-0.362229102167183,-0.278226162790745,-0.27006279740354,83,"torch",3,139992,"Embedding","DL","Non-linear","Emb. DL","Emb. DL @3","BERT \& FNN","768"
"wundt_v16_8-model-ridge-na.parquet",1000,100,2,88,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",1000,999,"relu",0,1e-04,1e-04,0.913003663003663,0.903339191564148,0.927797833935018,0.915405164737311,4347,495,360,4626,0.737222607279359,0.693928260636724,0.661898537411122,-0.547238069829216,-0.490775100206661,-0.579646312520603,-0.688338493292054,-0.607430458387744,-0.636297536565384,84,"torch",2,67672,"Engineered","DL","Non-linear","Val. DL","Val. DL @2","SB23 \& FNN","26"
"wundt_v16_8-model-ridge-na.parquet",1000,100,3,40,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",641,600,"relu",0.2,1e-04,1e-04,0.913308913308913,0.929194352159468,0.897513036502206,0.913078963476841,4501,341,511,4475,0.496644361486515,0.464203762364918,0.493831065959895,-0.369643828299735,-0.332471794322904,-0.389533484892425,-0.473684210526316,-0.408467423592958,-0.452825559957557,85,"torch",3,32360,"Engineered","DL","Non-linear","Val. DL","Val. DL @3","SB23 \& FNN","26"
"wundt_v16_8-model-ridge-na.parquet",1000,100,3,120,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",701,660,"relu",0.4,1e-04,1e-04,0.916157916157916,0.921255060728745,0.912755716004814,0.916985694136611,4453,389,435,4551,0.445018128483759,0.437243483059705,0.450462482190512,-0.5844089575912,-0.578147846657357,-0.587189077850152,-0.550051599587203,-0.519951209515728,-0.531365415396798,86,"torch",3,106680,"Engineered","DL","Non-linear","Val. DL","Val. DL @3","SB23 \& FNN","26"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",1000,100,3,72,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",241,200,"relu",0,1e-05,0.001,0.967722653915123,0.957710960232784,0.97898076541741,0.968229064522455,4777,218,106,4937,0.450180751784034,0.290880799356939,0.27710149963831,-0.350025859758687,-0.21569683457863,-0.203040443104741,-0.473684210526316,-0.259711698086926,-0.246164615947395,87,"torch",3,60552,"Embedding","DL","Non-linear","Emb. DL","Emb. DL @3","BERT \& FNN","768"
"wundt_v16_8-model-ridge-na.parquet",1000,100,2,72,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",1000,999,"relu",0,1e-04,1e-04,0.911680911680912,0.905794245171462,0.921780986762936,0.913717693836978,4364,478,390,4596,0.683531324956492,0.668958361456758,0.628537682732677,-0.493546787506349,-0.475839116486566,-0.565314870205799,-0.634674922600619,-0.586962830498916,-0.611821347526507,88,"torch",2,55368,"Engineered","DL","Non-linear","Val. DL","Val. DL @2","SB23 \& FNN","26"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",1000,100,2,56,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",211,170,"sigmoid",0,1e-04,1e-04,0.964235903566448,0.951078582434515,0.979179060083284,0.964924279433317,4741,254,105,4938,0.570986137010484,0.456915378031576,0.37809267002501,-0.435725406543263,-0.342226343574153,-0.283868785988871,-0.581011351909185,-0.409694845547256,-0.339365184946855,89,"torch",2,43064,"Embedding","DL","Non-linear","Emb. DL","Emb. DL @2","BERT \& FNN","768"
"wundt_v16_8-model-ridge-na.parquet",1000,100,2,152,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",1000,999,"relu",0,1e-04,1e-04,0.912087912087912,0.896651270207852,0.934416365824308,0.915144372421921,4305,537,327,4659,0.741352705919579,0.728403429842524,0.698227168962777,-0.579246334290925,-0.560326694131068,-0.621651450190977,-0.708978328173375,-0.660655635064752,-0.676420909440229,90,"torch",2,116888,"Engineered","DL","Non-linear","Val. DL","Val. DL @2","SB23 \& FNN","26"
"wundt_v16_8-model-ridge-na.parquet",1000,100,2,164,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",951,910,"relu",0,1e-04,1e-04,0.911782661782662,0.89371057159243,0.937625350982752,0.915141430948419,4286,556,311,4675,0.162106371628655,0.139498615047765,0.0551540362078998,-0.473928818965302,-0.373708472685661,-0.213943800838968,-0.31062951496388,-0.262452087420181,-0.137539247061188,93,"torch",2,126116,"Engineered","DL","Non-linear","Val. DL","Val. DL @2","SB23 \& FNN","26"
"wundt_v16_8-model-ridge-na.parquet",1000,100,2,68,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",1000,999,"relu",0,1e-04,1e-04,0.911782661782662,0.906935388263189,0.92057761732852,0.913705583756345,4371,471,396,4590,0.718637163398366,0.715134430819098,0.700271215975957,-0.515229805367507,-0.509129775886602,-0.603957795348398,-0.663570691434468,-0.627706065882204,-0.668444480415752,94,"torch",2,52292,"Engineered","DL","Non-linear","Val. DL","Val. DL @2","SB23 \& FNN","26"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",1000,100,3,60,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",251,210,"relu",0,1e-05,0.001,0.967124925283921,0.957839518165922,0.977592702756296,0.967615309126595,4778,217,113,4930,0.387196747520672,0.327869043188768,0.322122637622851,-0.318017595296978,-0.245193385458202,-0.24152671681514,-0.430340557275542,-0.293792014525355,-0.288964681197599,95,"torch",3,49740,"Embedding","DL","Non-linear","Emb. DL","Emb. DL @3","BERT \& FNN","768"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",1000,100,2,156,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",331,290,"relu",0,1e-05,1e-04,0.969715082685794,0.963607904519663,0.976601229426928,0.970061059680914,4809,186,118,4925,0.281879232195049,0.222929971167606,0.225122805340237,-0.286009330835269,-0.191412967760666,-0.187703163032039,-0.356037151702786,-0.212361318966107,-0.211596598691016,96,"torch",2,119964,"Embedding","DL","Non-linear","Emb. DL","Emb. DL @2","BERT \& FNN","768"
"wundt_v16_8-model-ridge-na.parquet",1000,100,3,20,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",1000,999,"relu",0,1e-04,1e-04,0.905677655677656,0.908432280136849,0.905334937825913,0.906880964339528,4387,455,472,4514,0.687661423596713,0.671995732149312,0.589771689037139,-0.532782724588444,-0.528956721187213,-0.526644957832683,-0.661506707946336,-0.615628392871524,-0.572145762368523,97,"torch",3,15780,"Engineered","DL","Non-linear","Val. DL","Val. DL @3","SB23 \& FNN","26"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",1000,100,3,68,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",211,170,"relu",0,1e-05,1e-04,0.966726439529787,0.958341444422815,0.976204640095181,0.967190569744597,4781,214,120,4923,0.462571047704696,0.339226261626753,0.328595136853845,-0.37687150092012,-0.270940682828905,-0.259357853480367,-0.496388028895769,-0.312772512709074,-0.30139289804456,98,"torch",3,56916,"Embedding","DL","Non-linear","Emb. DL","Emb. DL @3","BERT \& FNN","768"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",1000,100,2,140,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",351,310,"relu",0,1e-05,1e-04,0.968320382546324,0.961335676625659,0.976204640095181,0.968713105076741,4797,198,120,4923,0.361383631019294,0.292124113101386,0.300644258492009,-0.340733137818191,-0.247053536709313,-0.249532056779499,-0.424148606811145,-0.276350898796942,-0.281999036420737,99,"torch",2,107660,"Embedding","DL","Non-linear","Emb. DL","Emb. DL @2","BERT \& FNN","768"
"wundt_v16_8-model-ridge-na.parquet",1000,100,2,28,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",741,700,"softmax",0.2,0.001,1e-04,0.897537647537648,0.876300359372045,0.929201764941837,0.901976053733087,4188,654,353,4633,0.439855505183483,0.408219769099587,0.408133393304355,-0.197212210070529,-0.18383562104124,-0.183739966186351,-0.360165118679051,-0.303823927585412,-0.30373068129139,100,"torch",2,21532,"Engineered","DL","Non-linear","Val. DL","Val. DL @2","SB23 \& FNN","26"
"wundt_v16_8-model-ridge-na.parquet",1000,100,3,52,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",901,860,"relu",0.3,1e-04,1e-04,0.913105413105413,0.933123689727463,0.892699558764541,0.912464124641246,4523,319,535,4451,-0.0505937083427011,-0.0164175343687598,-0.0530440011997205,-0.16313889628871,-0.191129593734621,-0.155119026287733,-0.04437564499484,-0.0890759322466925,-0.0518580142324252,101,"torch",3,42692,"Engineered","DL","Non-linear","Val. DL","Val. DL @3","SB23 \& FNN","26"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",1000,100,3,140,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",151,110,"relu",0,1e-05,1e-04,0.966228332337119,0.95705402254178,0.976601229426928,0.966728825203651,4774,221,118,4925,0.516262330027562,0.482762565515054,0.456809380619915,-0.377904025580175,-0.344592553147951,-0.325580790004094,-0.519091847265222,-0.424200187723253,-0.401147036266465,102,"torch",3,127260,"Embedding","DL","Non-linear","Emb. DL","Emb. DL @3","BERT \& FNN","768"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",1000,100,2,36,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",101,60,"relu",0.3,1e-04,1e-04,0.964833632197649,0.952004626060139,0.979377354749157,0.965497018864236,4746,249,104,4939,0.375838976260065,0.354456179139994,0.346358753127669,-0.282911756855104,-0.288634486665338,-0.280041690549787,-0.39938080495356,-0.329636220306715,-0.321085799824902,103,"torch",2,27684,"Embedding","DL","Non-linear","Emb. DL","Emb. DL @2","BERT \& FNN","768"
"wundt_v16_8-model-ridge-na.parquet",1000,100,3,4,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",1000,999,"sigmoid",0,0.001,1e-04,0.893671143671144,0.87945310995571,0.915964701163257,0.897337655958346,4216,626,419,4567,0.661848307095335,0.666212621074056,0.695216008584006,-0.466701146344916,-0.502123208688773,-0.561433785303105,-0.60577915376677,-0.598961458011393,-0.644146076747253,104,"torch",3,3092,"Engineered","DL","Non-linear","Val. DL","Val. DL @3","SB23 \& FNN","26"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",1000,100,3,116,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",191,150,"relu",0,1e-05,0.001,0.966726439529787,0.955151749468394,0.979773944080904,0.967306186374315,4763,232,102,4941,0.324212743257309,0.293376478005174,0.285122933956835,-0.218895227931686,-0.215510098604495,-0.206651623599175,-0.353973168214654,-0.260900407613826,-0.252134105920447,105,"torch",3,102660,"Embedding","DL","Non-linear","Emb. DL","Emb. DL @3","BERT \& FNN","768"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",1000,100,2,4,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",181,140,"relu",0.1,1e-04,1e-04,0.961546124726041,0.955229716520039,0.968867737457862,0.962000393778303,4766,229,157,4886,0.582188220529836,0.545827096687054,0.548157280421459,-0.480983458179667,-0.418538769960458,-0.418275341026061,-0.603786737094217,-0.494376498759384,-0.495440931532564,106,"torch",2,3076,"Embedding","DL","Non-linear","Emb. DL","Emb. DL @2","BERT \& FNN","768"
"wundt_v16_8-model-ridge-na.parquet",1000,100,2,132,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",1000,999,"relu",0,1e-04,1e-04,0.90984940984941,0.894990366088632,0.93160850381067,0.912932389937107,4297,545,341,4645,0.691791522236933,0.690630147760914,0.664044950262326,-0.504904558766956,-0.514261158076363,-0.583295435518495,-0.640866873065016,-0.617717221226464,-0.639263773660587,107,"torch",2,101508,"Engineered","DL","Non-linear","Val. DL","Val. DL @2","SB23 \& FNN","26"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",1000,100,3,92,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",221,180,"relu",0,1e-05,0.001,0.966626818091253,0.956909937888199,0.977592702756296,0.967140755272192,4773,222,113,4930,0.386164222860617,0.342582714319761,0.33127729331516,-0.301497200736096,-0.27710382212918,-0.262484506057062,-0.426212590299278,-0.317644056549934,-0.304368180593944,108,"torch",3,79212,"Embedding","DL","Non-linear","Emb. DL","Emb. DL @3","BERT \& FNN","768"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",1000,100,2,116,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",361,320,"relu",0,1e-05,1e-04,0.968519625423391,0.961530950986136,0.976402934761055,0.968909878000787,4798,197,119,4924,0.448115702463924,0.353024077709852,0.35506045448678,-0.386164222860617,-0.283292362138739,-0.282515565860509,-0.484004127966976,-0.326173644036227,-0.326824975388341,109,"torch",2,89204,"Embedding","DL","Non-linear","Emb. DL","Emb. DL @2","BERT \& FNN","768"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",1000,100,2,124,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",351,310,"relu",0,1e-05,1e-04,0.96961546124726,0.963782302270948,0.976204640095181,0.969953699142942,4810,185,120,4923,0.272586510254553,0.176517016499518,0.208014742268739,-0.303562250056207,-0.167352914829906,-0.189375270210139,-0.362229102167183,-0.176206060762398,-0.203647930796247,110,"torch",2,95356,"Embedding","DL","Non-linear","Emb. DL","Emb. DL @2","BERT \& FNN","768"
"wundt_v16_8-model-ridge-na.parquet",1000,100,2,156,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",1000,990,"relu",0,1e-04,1e-04,0.90954415954416,0.891458054653163,0.935619735258724,0.913005186417458,4274,568,321,4665,0.718637163398366,0.737286912112078,0.691800872861443,-0.574083710990649,-0.569549113977308,-0.606361130129455,-0.700722394220846,-0.669931731038966,-0.665312897005345,111,"torch",2,119964,"Engineered","DL","Non-linear","Val. DL","Val. DL @2","SB23 \& FNN","26"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",1000,100,2,12,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",151,110,"relu",0,1e-04,1e-04,0.964335525004981,0.950221026330963,0.980368828078525,0.96505953542846,4736,259,99,4944,0.189984537450143,0.179658165050312,0.194855913360986,-0.201342308710749,-0.183578234128913,-0.183888705228632,-0.277605779153767,-0.186100989447358,-0.194078424734553,112,"torch",2,9228,"Embedding","DL","Non-linear","Emb. DL","Emb. DL @2","BERT \& FNN","768"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",1000,100,2,108,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",381,340,"relu",0,1e-05,1e-04,0.969814704124328,0.96452371618973,0.975808050763434,0.970133070478068,4814,181,122,4921,0.301497200736096,0.196558210653537,0.19980519548784,-0.297367102095876,-0.196093792405882,-0.192847817593029,-0.368421052631579,-0.201181790646111,-0.201196081407064,113,"torch",2,83052,"Embedding","DL","Non-linear","Emb. DL","Emb. DL @2","BERT \& FNN","768"
"wundt_v16_8-model-ridge-na.parquet",1000,100,3,124,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",701,660,"relu",0.4,1e-04,1e-04,0.916259666259666,0.923844430869477,0.909947853991175,0.916843487925634,4468,374,449,4537,0.220960277251797,0.305736623204494,0.325563150111773,-0.308724873356482,-0.402819685916745,-0.424926384322389,-0.31062951496388,-0.362832904775032,-0.384313148821165,114,"torch",3,110732,"Engineered","DL","Non-linear","Val. DL","Val. DL @3","SB23 \& FNN","26"
"wundt_v16_8-model-ridge-na.parquet",1000,100,2,52,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",1000,999,"relu",0,1e-04,1e-04,0.90954415954416,0.906045589692765,0.916766947452868,0.911374738311235,4368,474,415,4571,0.6649458810755,0.665593626094139,0.603367049521536,-0.488384164206074,-0.48233231151999,-0.552184188821199,-0.626418988648091,-0.588544829801247,-0.592171587568728,115,"torch",2,39988,"Engineered","DL","Non-linear","Val. DL","Val. DL @2","SB23 \& FNN","26"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",1000,100,2,20,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",121,80,"relu",0,1e-04,1e-04,0.963937039250847,0.948457558919333,0.981558596073766,0.964724225297213,4726,269,93,4950,0.423335110622601,0.291148368242041,0.281321190230473,-0.341765662478246,-0.242561940056434,-0.233933941080452,-0.457172342621259,-0.273557087109488,-0.264098772469507,116,"torch",2,15380,"Embedding","DL","Non-linear","Emb. DL","Emb. DL @2","BERT \& FNN","768"
"wundt_v16_8-model-ridge-na.parquet",1000,100,2,140,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",1000,999,"relu",0,1e-04,1e-04,0.91025641025641,0.89340490797546,0.934616927396711,0.913546363458145,4286,556,326,4660,0.629840042633626,0.691567555326819,0.676503903615976,-0.428497733922877,-0.509805071768139,-0.603635364419523,-0.572755417956656,-0.61592581743036,-0.656052027122605,117,"torch",2,107660,"Engineered","DL","Non-linear","Val. DL","Val. DL @2","SB23 \& FNN","26"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",1000,100,2,84,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",191,150,"sigmoid",0,1e-04,1e-04,0.962841203426977,0.947146687093068,0.980765417410272,0.963662932294204,4719,276,97,4946,0.560660890409932,0.449386768754078,0.374726511997556,-0.423335110622601,-0.331640938327817,-0.276607745703484,-0.568627450980392,-0.400420358353137,-0.333928451694681,118,"torch",2,64596,"Embedding","DL","Non-linear","Emb. DL","Emb. DL @2","BERT \& FNN","768"
"wundt_v16_8-model-ridge-na.parquet",1000,100,2,100,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",1000,999,"relu",0.1,1e-04,1e-04,0.911884411884412,0.907920792079208,0.919574809466506,0.913710641689916,4377,465,401,4585,0.6649458810755,0.683472431313283,0.625871280045328,-0.462571047704696,-0.494429399155681,-0.552234714437386,-0.618163054695562,-0.603915666868188,-0.603775465948768,119,"torch",2,76900,"Engineered","DL","Non-linear","Val. DL","Val. DL @2","SB23 \& FNN","26"
"wundt_v16_8-model-ridge-na.parquet",1000,100,2,124,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",1000,999,"relu",0,1e-04,1e-04,0.913003663003663,0.899748403328817,0.932410750100281,0.915788436915198,4324,518,337,4649,0.708311916797815,0.710177282340027,0.667781498115505,-0.493546787506349,-0.518835277502014,-0.594244411147962,-0.647058823529412,-0.630107848440766,-0.646772809814394,120,"torch",2,95356,"Engineered","DL","Non-linear","Val. DL","Val. DL @2","SB23 \& FNN","26"
"wundt_v16_8-model-ridge-na.parquet",1000,100,2,12,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",321,280,"softmax",0.2,0.001,1e-04,0.888481888481888,0.86823173040515,0.919775371038909,0.89326061550448,4146,696,400,4586,0.543464614827821,0.200062938812875,0.211779942926222,-0.515484258420844,-0.218151963955176,-0.225386263859298,-0.572225643987917,-0.214239947050758,-0.22395942460323,121,"torch",2,9228,"Engineered","DL","Non-linear","Val. DL","Val. DL @2","SB23 \& FNN","26"
