"data_file","outer_epoch","inner_epoch","net__depth","net__width","net__activation","net__dropout","net__lr_rate","net__weight_decay","total_epochs","best_epoch","tuned_activation","tuned_dropout","tuned_lr_rate","tuned_weight_decay","classif.acc","classif.precision","classif.recall","classif.f1","classif.tn","classif.fp","classif.fn","classif.tp","guardian.rho_noco2","guardian.rlogit_noco2","guardian.rprob_noco2","guardian.rho_comp","guardian.rlogit_comp","guardian.rprob_comp","guardian.rho_pf","guardian.rlogit_pf","guardian.rprob_pf","id","model","depth","parameters","data_name","model_name","model_category","abbrev_name","abbrev_name_w_depth","name","input_features"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",1000,100,2,60,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",201,160,"sigmoid",0,1e-04,1e-04,0.964335525004981,0.951261799267964,0.979179060083284,0.965018565565761,4742,253,105,4938,0.560660890409932,0.441999374379083,0.364560175059434,-0.423335110622601,-0.326536548856352,-0.265926115680555,-0.568627450980392,-0.394015173428145,-0.323247794122873,168,"torch",2,46140,"Embedding","DL","Non-linear","Emb. DL","Emb. DL @2","BERT \& FNN","768"
"wundt_v16_8-model-ridge-na.parquet",1000,100,3,60,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",751,710,"relu",0.4,1e-04,1e-04,0.912901912901913,0.928245541269183,0.897713598074609,0.912724306688418,4496,346,510,4476,0.428497733922877,0.366552474339591,0.374966712827278,-0.606091975452358,-0.539915754187112,-0.546643065002575,-0.529411764705882,-0.464074064717997,-0.471835630004496,169,"torch",3,49740,"Engineered","DL","Non-linear","Val. DL","Val. DL @3","SB23 \& FNN","26"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",1000,100,2,164,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",311,270,"relu",0,1e-05,1e-04,0.968021518230723,0.96167383652718,0.975213166765814,0.968396179974402,4799,196,125,4918,0.300464676076041,0.261065206001581,0.261170668310431,-0.29013942947549,-0.236751922091554,-0.230620050848991,-0.368421052631579,-0.255115219061113,-0.252040734248738,170,"torch",2,126116,"Embedding","DL","Non-linear","Emb. DL","Emb. DL @2","BERT \& FNN","768"
"wundt_v16_8-model-ridge-na.parquet",1000,100,2,20,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",591,550,"softmax",0.1,0.001,1e-04,0.900793650793651,0.881346263548203,0.929602888086643,0.904831625183016,4218,624,351,4635,0.179752066115702,0.0554390342723666,0.0554240535188237,-0.414772727272727,-0.0543646341292716,-0.0542929825569617,-0.289106904815435,-0.0562617411082731,-0.0562174740248222,173,"torch",2,15380,"Engineered","DL","Non-linear","Val. DL","Val. DL @2","SB23 \& FNN","26"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",1000,100,3,52,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",291,250,"relu",0,1e-05,0.001,0.967623032476589,0.959485781067394,0.976799524092802,0.968065245160656,4787,208,117,4926,0.265358837634167,0.220785376447748,0.223180171583643,-0.258131165013781,-0.188585653611762,-0.189169073305906,-0.331269349845201,-0.209815339385238,-0.211345112262648,174,"torch",3,42692,"Embedding","DL","Non-linear","Emb. DL","Emb. DL @3","BERT \& FNN","768"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",1000,100,3,124,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",181,140,"relu",0,1e-05,0.001,0.967423789599522,0.956269349845201,0.979972238746778,0.967975712466947,4769,226,101,4942,0.3727414022799,0.315184690966268,0.312910806100601,-0.28807438015538,-0.229900054059041,-0.228241018047674,-0.39938080495356,-0.27946278706975,-0.277446395195731,175,"torch",3,110732,"Embedding","DL","Non-linear","Emb. DL","Emb. DL @3","BERT \& FNN","768"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",1000,100,3,76,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",201,160,"relu",0,1e-05,1e-04,0.966327953775653,0.95741784950418,0.976402934761055,0.966817200078539,4776,219,119,4924,0.354155958398908,0.273875443229128,0.280570038691475,-0.295302052775766,-0.194525208728173,-0.197108237881752,-0.403508771929825,-0.240160019329651,-0.244922263183747,176,"torch",3,64220,"Embedding","DL","Non-linear","Emb. DL","Emb. DL @3","BERT \& FNN","768"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",1000,100,3,164,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",151,110,"relu",0,1e-05,0.001,0.965929468021518,0.9526285384171,0.980963712076145,0.966588511137163,4749,246,96,4947,0.423335110622601,0.384535679506658,0.371288741954908,-0.284976806175214,-0.263434014834084,-0.250635002342199,-0.434468524251806,-0.33225332281168,-0.318907361875867,177,"torch",3,153012,"Embedding","DL","Non-linear","Emb. DL","Emb. DL @3","BERT \& FNN","768"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",1000,100,3,20,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",171,130,"sigmoid",0,1e-04,1e-04,0.964235903566448,0.951078582434515,0.979179060083284,0.964924279433317,4741,254,105,4938,0.54001039720883,0.449280924123768,0.371323054055487,-0.37480645160001,-0.323091215623661,-0.271020311837039,-0.533539731682147,-0.396003467717211,-0.32932647393691,178,"torch",3,15780,"Embedding","DL","Non-linear","Emb. DL","Emb. DL @3","BERT \& FNN","768"
"wundt_v16_8-model-ridge-na.parquet",1000,100,3,140,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",591,550,"relu",0.4,1e-04,1e-04,0.916157916157916,0.917368632170076,0.917368632170076,0.917368632170076,4430,412,412,4574,0.491481738186239,0.55220367724699,0.552105301590726,-0.529685150608279,-0.616306580320955,-0.620719449102968,-0.560371517027864,-0.598566773100525,-0.600767795129374,179,"torch",3,127260,"Engineered","DL","Non-linear","Val. DL","Val. DL @3","SB23 \& FNN","26"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",1000,100,2,44,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",221,180,"sigmoid",0,1e-04,1e-04,0.963837417812313,0.952261306532663,0.976997818758675,0.96447097973965,4748,247,116,4927,0.560660890409932,0.453536716511521,0.376111512079083,-0.41507491334216,-0.339696762145501,-0.283428567072155,-0.562435500515996,-0.406665872615046,-0.338121289541421,180,"torch",2,33836,"Embedding","DL","Non-linear","Emb. DL","Emb. DL @2","BERT \& FNN","768"
"wundt_v16_8-model-ridge-na.parquet",1000,100,2,84,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",1000,999,"relu",0,1e-04,1e-04,0.913105413105413,0.904780564263323,0.926193341355796,0.915361744301288,4356,486,368,4618,0.687661423596713,0.678392730151815,0.661812293583292,-0.483221540905798,-0.482042662341294,-0.575948139888419,-0.630546955624355,-0.594981990542296,-0.63436619912781,181,"torch",2,64596,"Engineered","DL","Non-linear","Val. DL","Val. DL @2","SB23 \& FNN","26"
"wundt_v16_8-model-ridge-na.parquet",1000,100,3,92,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",591,550,"relu",0.4,1e-04,1e-04,0.914936914936915,0.924682767089644,0.906137184115523,0.915316045380875,4474,368,468,4518,0.471863769645192,0.467866283963871,0.499944128644775,-0.424367635282656,-0.449330884608752,-0.485062697772012,-0.494324045407637,-0.469978256034866,-0.504713741974567,184,"torch",3,79212,"Engineered","DL","Non-linear","Val. DL","Val. DL @3","SB23 \& FNN","26"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",1000,100,2,52,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",221,180,"sigmoid",0,1e-04,1e-04,0.96373779637378,0.951205400192864,0.977989292088043,0.964411419632382,4742,253,111,4932,0.552400693129491,0.440521467759517,0.367994211951291,-0.400619568101388,-0.325178352453404,-0.270244480612675,-0.552115583075335,-0.392561802008141,-0.327217970918387,186,"torch",2,39988,"Embedding","DL","Non-linear","Emb. DL","Emb. DL @2","BERT \& FNN","768"
"wundt_v16_8-model-ridge-na.parquet",1000,100,3,164,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",911,870,"relu",0.4,1e-04,1e-04,0.919006919006919,0.92135961383749,0.918772563176895,0.920064269933722,4451,391,405,4581,0.146618501727828,0.200100295137837,0.232544411425795,-0.145585977067773,-0.221505040378006,-0.266484328432804,-0.213622291021672,-0.215970049698802,-0.255612435235992,187,"torch",3,153012,"Engineered","DL","Non-linear","Val. DL","Val. DL @3","SB23 \& FNN","26"
"wundt_v16_8-model-ridge-na.parquet",1000,100,2,36,"[""sigmoid"", ""tanh"", ""relu"", ""softmax""]","[0, 0.1, 0.2, 0.3, 0.4]","[1e-05, 0.0001, 0.001, 0.01, 0.1]","[0.0001, 0.001, 0.01, 0.1]",631,590,"softmax",0.1,0.001,1e-04,0.898351648351648,0.883882149046794,0.92057761732852,0.901856763925729,4239,603,396,4590,NA,NA,NA,NA,NA,NA,NA,NA,NA,188,"torch",2,27684,"Engineered","DL","Non-linear","Val. DL","Val. DL @2","SB23 \& FNN","26"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.959206064232994,0.966360856269113,0.951043338683788,NA,4877,165,244,4740,0.450180751784034,0.445160564521327,0.308808959522618,-0.256066115693671,-0.267112542576259,-0.184154948785346,-0.42827657378741,-0.365320883614534,-0.252841452156456,NA,"glm",2,1001,"Embedding","GLM","Linear","Emb. GLM","Emb. GLM @2","BERT \& GLM","768"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.959605026929982,0.967531141515213,0.950642054574639,NA,4883,159,246,4738,0.371708877619845,0.347655342377913,0.0635246068722449,-0.256066115693671,-0.225177201206275,0.011482287842583,-0.380804953560372,-0.293758661119569,-0.0268237271855287,NA,"glm",2,3001,"Embedding","GLM","Linear","Emb. GLM","Emb. GLM @2","BERT \& GLM","768"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.961899062437662,0.969400244798042,0.953451043338684,NA,4892,150,232,4752,0.402684617421498,0.360208375367678,0.113636752590202,-0.240578245792844,-0.228290241139058,-0.0104389834998194,-0.391124871001032,-0.301805419774092,-0.063790867103323,NA,"glm",2,20001,"Embedding","GLM","Linear","Emb. GLM","Emb. GLM @2","BERT \& GLM","768"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.961101137043686,0.968393148450245,0.95284911717496,NA,4887,155,235,4749,0.41507491334216,0.357154419295697,0.334002037316269,-0.2922044787956,-0.229672329411369,-0.278928253896672,-0.422084623323013,-0.300939404660373,-0.314160326824772,NA,"glm",2,11001,"Embedding","GLM","Linear","Emb. GLM","Emb. GLM @2","BERT \& GLM","768"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.959605026929982,0.96829617508693,0.94983948635634,NA,4887,155,250,4734,0.446050653143814,0.402293520745961,0.11724808990559,-0.311822447336648,-0.275010471450665,-0.0516822114301076,-0.459236326109391,-0.347296277407475,-0.0866929107453441,NA,"glm",2,5001,"Embedding","GLM","Linear","Emb. GLM","Emb. GLM @2","BERT \& GLM","768"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.953820067823658,0.963692307692308,0.942616372391653,NA,4865,177,286,4698,0.550335643809381,0.533518854578022,0.460176910854855,-0.326277792577419,-0.314189526997752,-0.35762304688772,-0.496388028895769,-0.434800629843904,-0.419228914777612,NA,"glm",3,5999,"Embedding","GLM","Linear","Emb. GLM","Emb. GLM @3","BERT \& GLM","768"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.960801915020946,0.967420077377316,0.953250401284109,NA,4882,160,233,4751,0.464636097024806,0.418212346860852,0.393762045565944,-0.339700613158136,-0.307392709071562,-0.351647083618306,-0.469556243550052,-0.372009087150633,-0.382010243541474,NA,"glm",2,10001,"Embedding","GLM","Linear","Emb. GLM","Emb. GLM @2","BERT \& GLM","768"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.961500099740674,0.969375255206207,0.952648475120385,NA,4892,150,236,4748,0.371708877619845,0.369790697260457,0.0854678788539366,-0.278781658214884,-0.241843109712195,-0.00821121664383346,-0.3890608875129,-0.313650639153031,-0.0481616906575112,NA,"glm",2,18001,"Embedding","GLM","Linear","Emb. GLM","Emb. GLM @2","BERT \& GLM","768"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.959505286255735,0.967524509803922,0.950441412520064,NA,4883,159,247,4737,0.326277792577419,0.317630238684265,0.0326132860847353,-0.216830178611576,-0.202042950862564,0.0626883291155736,-0.33952528379773,-0.266507097157182,0.0152072139282468,NA,"glm",2,4001,"Embedding","GLM","Linear","Emb. GLM","Emb. GLM @2","BERT \& GLM","768"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96130061839218,0.968406033428455,0.953250401284109,NA,4887,155,233,4751,0.391326846160892,0.355835508411377,0.326173315614935,-0.276716608894773,-0.227254558041665,-0.201448339280093,-0.39938080495356,-0.299027193644298,-0.270598989184504,NA,"glm",2,13001,"Embedding","GLM","Linear","Emb. GLM","Emb. GLM @2","BERT \& GLM","768"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.961500099740674,0.968800978792822,0.953250401284109,NA,4889,153,233,4751,0.356221007719018,0.366399598832492,0.19990204066935,-0.248838443073285,-0.237178313930558,-0.095693624114908,-0.368421052631579,-0.309525789696594,-0.151673671545726,NA,"glm",2,16001,"Embedding","GLM","Linear","Emb. GLM","Emb. GLM @2","BERT \& GLM","768"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.953520845800918,0.962720196640721,0.943017656500803,NA,4860,182,284,4700,0.554465742449602,0.540801132800417,0.468881374263237,-0.329375366557585,-0.326320025994938,-0.370042262415078,-0.496388028895769,-0.444736756388854,-0.430044050390235,NA,"glm",3,9998,"Embedding","GLM","Linear","Emb. GLM","Emb. GLM @3","BERT \& GLM","768"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.961001396369439,0.968195718654434,0.95284911717496,NA,4886,156,235,4749,0.392359370820947,0.378581331078464,0.341342628823635,-0.248838443073285,-0.242191897476749,-0.235061329337966,-0.3890608875129,-0.318351258382536,-0.295554168145855,NA,"glm",2,12001,"Embedding","GLM","Linear","Emb. GLM","Emb. GLM @2","BERT \& GLM","768"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.953421105126671,0.963092064793931,0.942415730337079,NA,4862,180,287,4697,0.544140495849051,0.519038452471794,0.445123917302147,-0.305627299376317,-0.306395120768275,-0.336936770434576,-0.481940144478844,-0.423373634106068,-0.400929344134201,NA,"glm",3,18994,"Embedding","GLM","Linear","Emb. GLM","Emb. GLM @3","BERT \& GLM","768"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.953221623778177,0.962507682851875,0.942616372391653,NA,4859,183,286,4698,0.550335643809381,0.53858798901056,0.466512676860595,-0.314920021316813,-0.326173621301479,-0.365119186489079,-0.486068111455108,-0.443523424268577,-0.426313425730141,NA,"glm",3,12996,"Embedding","GLM","Linear","Emb. GLM","Emb. GLM @3","BERT \& GLM","768"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.952623179732695,0.963031423290203,0.940810593900481,NA,4862,180,295,4689,0.550335643809381,0.53530095445343,0.453988629654766,-0.314920021316813,-0.326848214896368,-0.354869889430927,-0.486068111455108,-0.442176499556779,-0.414640355464227,NA,"glm",3,17994,"Embedding","GLM","Linear","Emb. GLM","Emb. GLM @3","BERT \& GLM","768"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.953620586475165,0.963107194097151,0.942817014446228,NA,4862,180,285,4699,0.556530791769712,0.528321087516525,0.457586647272012,-0.32834284189753,-0.311508303306698,-0.347571269210389,-0.498452012383901,-0.430758379285043,-0.412767414010482,NA,"glm",3,4000,"Embedding","GLM","Linear","Emb. GLM","Emb. GLM @3","BERT \& GLM","768"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.953321364452424,0.962704918032787,0.942616372391653,NA,4860,182,286,4698,0.550335643809381,0.537555684883129,0.465507594043891,-0.314920021316813,-0.325291803013958,-0.363579136509047,-0.486068111455108,-0.442542377365658,-0.425010525760962,NA,"glm",3,13995,"Embedding","GLM","Linear","Emb. GLM","Emb. GLM @3","BERT \& GLM","768"
"wundt_v16_8-model-ridge-na.parquet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.863937264487219,0.877484874675886,0.840786749482402,NA,4422,567,769,4061,0.731027459319028,0.758348522989103,0.744225327102468,-0.587506531571366,-0.581141215603924,-0.657015697524476,-0.719298245614035,-0.686682409633499,-0.718130645571983,NA,"glm",3,420,"Engineered","GLM","Linear","Val. GLM","Val. GLM @3","SB23 \& GLM","26"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.961001396369439,0.968386702019172,0.952648475120385,NA,4887,155,236,4748,0.393391895481002,0.373088752229664,0.132392379370198,-0.287041855495325,-0.253891184949026,-0.0776213492676501,-0.405572755417957,-0.321494884866908,-0.1077196869132,NA,"glm",2,7001,"Embedding","GLM","Linear","Emb. GLM","Emb. GLM @2","BERT \& GLM","768"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.952822661081189,0.962666666666667,0.94161316211878,NA,4860,182,291,4693,0.550335643809381,0.53401927928198,0.45428553482418,-0.314920021316813,-0.324611678973372,-0.352849044629712,-0.486068111455108,-0.440375919867265,-0.413761987171664,NA,"glm",3,16994,"Embedding","GLM","Linear","Emb. GLM","Emb. GLM @3","BERT \& GLM","768"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.961500099740674,0.969183673469388,0.95284911717496,NA,4891,151,235,4749,0.364481204999459,0.35725493302618,0.227968355698988,-0.238513196472734,-0.231281978504723,-0.111910202646643,-0.372549019607843,-0.30181242949323,-0.17438777456403,NA,"glm",2,15001,"Embedding","GLM","Linear","Emb. GLM","Emb. GLM @2","BERT \& GLM","768"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.951924995012966,0.962217659137577,0.940208667736758,NA,4858,184,298,4686,0.560660890409932,0.533784410500385,0.455970707404951,-0.346928285778522,-0.314639097333833,-0.349323729729176,-0.508771929824561,-0.435166644551021,-0.41283021704024,NA,"glm",3,2001,"Embedding","GLM","Linear","Emb. GLM","Emb. GLM @3","BERT \& GLM","768"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.962198284460403,0.969610442586172,0.953852327447833,NA,4893,149,230,4754,0.343830711798356,0.367451877272496,0.0995563105396972,-0.224057851231962,-0.236149197925624,-0.000914588865527662,-0.34984520123839,-0.309542072478593,-0.0516869307121285,NA,"glm",2,19001,"Embedding","GLM","Linear","Emb. GLM","Emb. GLM @2","BERT \& GLM","768"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.961500099740674,0.970143149284254,0.951845906902087,NA,4896,146,240,4744,0.356221007719018,0.355625452502281,0.156853698837046,-0.24987096773334,-0.224191687438255,-0.0667323402778037,-0.366357069143447,-0.297356315034142,-0.114748639359345,NA,"glm",2,17001,"Embedding","GLM","Linear","Emb. GLM","Emb. GLM @2","BERT \& GLM","768"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95312188310393,0.962310528471938,0.942616372391653,NA,4858,184,286,4698,0.554465742449602,0.530496030597272,0.463754654808401,-0.329375366557585,-0.313732665190985,-0.364645622461148,-0.496388028895769,-0.433012320555689,-0.424652830978681,NA,"glm",3,7999,"Embedding","GLM","Linear","Emb. GLM","Emb. GLM @3","BERT \& GLM","768"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.962098543786156,0.969604243166055,0.953651685393258,NA,4893,149,231,4753,0.405782191401664,0.368055256231494,0.272140976601228,-0.300464676076041,-0.241162660443253,-0.143061064877623,-0.420020639834881,-0.312410585687612,-0.213008448698864,NA,"glm",2,14001,"Embedding","GLM","Linear","Emb. GLM","Emb. GLM @2","BERT \& GLM","768"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.960801915020946,0.967991845056065,0.952648475120385,NA,4885,157,236,4748,0.401652092761443,0.395581327961788,0.28887400949375,-0.33040789121764,-0.295751705192146,-0.247248621998987,-0.430340557275542,-0.354426019015803,-0.274778308821776,NA,"glm",2,8001,"Embedding","GLM","Linear","Emb. GLM","Emb. GLM @2","BERT \& GLM","768"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.954019549172152,0.963517114162738,0.943218298555377,NA,4864,178,283,4701,0.550335643809381,0.534624240015755,0.461093653728745,-0.326277792577419,-0.314390421684225,-0.358177598047878,-0.496388028895769,-0.435471839596072,-0.419983521381819,NA,"glm",3,4999,"Embedding","GLM","Linear","Emb. GLM","Emb. GLM @3","BERT \& GLM","768"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.953221623778177,0.961939840392879,0.943218298555377,NA,4856,186,283,4701,0.554465742449602,0.528982333640059,0.464314283054796,-0.329375366557585,-0.312968946520455,-0.364545789958303,-0.496388028895769,-0.431843863558619,-0.424889812717343,NA,"glm",3,8998,"Embedding","GLM","Linear","Emb. GLM","Emb. GLM @3","BERT \& GLM","768"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.960602433672452,0.967597309965356,0.952648475120385,NA,4883,159,236,4748,0.395456944801113,0.405286299283438,0.305778376444588,-0.315952545976868,-0.29455749769306,-0.241857432937161,-0.415892672858617,-0.358809749197554,-0.28072454299242,NA,"glm",2,9001,"Embedding","GLM","Linear","Emb. GLM","Emb. GLM @2","BERT \& GLM","768"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.959804508278476,0.96697247706422,0.951645264847512,NA,4880,162,241,4743,0.432627832563097,0.412339363689262,0.259855275244994,-0.282911756855104,-0.273584584345201,-0.180158055797093,-0.436532507739938,-0.351737168192722,-0.225616110134634,NA,"glm",2,2001,"Embedding","GLM","Linear","Emb. GLM","Emb. GLM @2","BERT \& GLM","768"
"bert_base_uncased-features_embedding-layer-10_11-attention_method-4_max.parquet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.960203470975464,0.968718053567778,0.950642054574639,NA,4889,153,246,4738,0.366546254319569,0.372474386607217,0.154614011881566,-0.225090375892017,-0.237556698046919,-0.0745705532948658,-0.364293085655315,-0.312844247115726,-0.117595745488496,NA,"glm",2,6001,"Embedding","GLM","Linear","Emb. GLM","Emb. GLM @2","BERT \& GLM","768"
